Date,Offence Category,Offence,Victim Tally,County,Specific Area,Victim Gender,Victim Age,Perpetrator Tally,Perpetrator Gender,Perpetrator Age,Motive,Weapon,Source,Case Summary,Year,Month,Quarter
2026-04-18,Fraud & Financial Crimes,Fraud,1,Kilifi,Mnagoni and Mapotea group ranches,Unknown,,,Unknown,,Financial gain,Abuse of office,The Standard Pg 25,"Residents of Mnagoni and Mapotea group ranches in Ganze Sub-County, Kilifi County, have raised alarm over the alleged illegal sale of community land by certain ranch officials.The situation has led to widespread anger among local residents, leaders, and government officials, with allegations including fraud, abuse of office, and attempts to dispossess the community of ancestral land.",2026,2026-04,2026 Q2
2026-04-18,Land & Eviction Offences,Forced Eviction,1,Laikipia,Ratia Village,Unknown,,,Unknown,,Economic gain,Vehicle,The Standard Pg 25,"Residents of Ratia Village in Ol Moran, Laikipia County, staged protests following the alleged illegal seizure of their land by private developers. Despite holding legitimate title deeds, the residents claim they were forcibly evicted from their homes.The eviction reportedly took place on a Thursday night, involving individuals accompanied by an armoured vehicle, suggesting intimidation and use of force.",2026,2026-04,2026 Q2
2026-04-19,Homicide & Unlawful Killing,Murder,3,Kakamega,Mukoyani village,Unknown,,1.0,Male,45,Domestic dispute,Physical assault,The Standard Pg 2,"A 45-year-old man, Shimenga, allegedly attacked his three children in Mukoyani Village, Kakamega County, after reportedly becoming emotionally distressed when his estranged wife failed to return home. One child died from severe injuries, while two others were seriously injured and hospitalized. Villagers restrained the suspect before police arrived. Authorities confirmed investigations are ongoing to establish the exact circumstances of the attack.",2026,2026-04,2026 Q2
2026-04-20,Police Misconduct,Police Brutality,1,Siaya,"Ramula, Gem",Unknown,,,Unknown,,Maintenance of law and order,Abuse of office,The Standard page 11,"In Ramula, Siaya County, a dispute over Shanta Gold’s mining operations has escalated into a violent standoff between residents and state authorities. Following the arrest of alleged protest leader Silas Asitiba, the DCI has labeled the unrest as criminal incitement. Conversely, residents and rights groups like Haki Madini Kenya claim the state is using ""excessive force"" and intimidation to push through opaque land acquisitions without community consent. The conflict remains a clash between official narratives of law enforcement and local claims of human rights violations.",2026,2026-04,2026 Q2
2026-04-20,Property Destruction & Arson,Destruction Of Property,1,Siaya,"Ramula, Gem",Unknown,,,Unknown,,Resistant against illegal mining operations,Blunt force and fire,The Standard page 11,"In Ramula, Siaya County, a dispute over Shanta Gold’s mining operations has escalated into a violent standoff between residents and state authorities. Following the arrest of alleged protest leader Silas Asitiba, the DCI has labeled the unrest as criminal incitement. Conversely, residents and rights groups like Haki Madini Kenya claim the state is using ""excessive force"" and intimidation to push through opaque land acquisitions without community consent. The conflict remains a clash between official narratives of law enforcement and local claims of human rights violations.",2026,2026-04,2026 Q2
2026-04-21,Other Offences,Copyright Infringement,1,Nairobi,,Male,,2.0,Female,,Commercial gain,Identity theft,The Standard Pg 2,"CocaCola is facing a trademark dispute in Kenya after comedian Inspekta Mwala accused the company and influencer Jacky Vike of infringing on his brand. The issue stems from CocaCola's use of the phrase Ka-Mwala in its ""Kachingching na Coke"" campaign, which Mwala said caused public confusion and misled fans into thinking he was involved. He has filed suit seeking injuctions, damages and disclosure of profits.",2026,2026-04,2026 Q2
2026-04-22,Assault & Bodily Harm,Assault,1,Kisumu,Nyalenda,Female,34,2.0,Male,,Personal Dispute,Acid,Daily Nation Pg 2,"Mercy Awuor, a 34-year-old woman and small business owner in Nyalenda, Kisumu County, was attacked on a Friday evening while walking home from her eatery. Two individuals on a motorbike approached her and, as they passed, the passenger threw a liquid substance on her. Initially believed to be water, it quickly became evident that it was acid when her skin began to burn and her clothing started to disintegrate.",2026,2026-04,2026 Q2
2026-04-23,Homicide & Unlawful Killing,Murder,1,Garissa,Modika,Male,22,,Unknown,,Unknown,Firearm,Daily Nation Pg 24,Aden Mohamed Hassan was allegedly killed at Modika in the outskirts of town while responding to a distress call from a friend. Reason for the shoooting is yet to be confirmed.,2026,2026-04,2026 Q2
2026-04-24,Homicide & Unlawful Killing,Murder,1,Nairobi,Harambee Sacco Estate,Male,,,Unknown,,Unknown,Unknown,Daily Nation Pg 5,"Lawyer Tom Ouya Imbukwa died after being assaulted at his residence in Harambee Sacco Estate, Donholm, Nairobi. He was found with serious injuries and taken to Kenyatta National Hospital, where he later died in the ICU.",2026,2026-04,2026 Q2
2026-04-24,Corruption & Abuse of Office,Corruption,1,Nairobi,Kenya Wildlife Service (KWS) Headquarters,Male,,1.0,Male,40,Financial gain,Manipulation,The Standard Pg 9,"An activist, Francis Awino Onyango, was charged in a Nairobi court with attempting to extort Sh1.7 million from KWS Director-General Prof. Erastus Kanga. The prosecution alleges that Onyango threatened to file a petition seeking Kanga’s removal from office over alleged constitutional violations unless he was paid the money.",2026,2026-04,2026 Q2
2026-04-25,Homicide & Unlawful Killing,Murder,1,Nakuru,Gituamba village,Female,33,1.0,Unknown,,Unknown,Unknown,The Standard Pg 3,"The body of a 33 yr old woman who was a hotel worker was found lying in a pool of blood by th roadside by residents heading to work early morning. It is believed she was attacked at around 5am as she was headed to work, none of her belongings were missing.",2026,2026-04,2026 Q2
2026-04-26,Abduction & Kidnapping,Child Stealing,1,Mombasa,Soweto,Female,,1.0,Female,26,Vengeance,Unknown,The Standard Pg 3,"Asha Wanyonyi aged 26 was sentenced to three years in prison after pleading guilty to stealing a child belonging to Mispher Chepkenol.She  stated that she did the action out of jealousy and vengeance because Chepkenol allegedly had a romantic relationship with  Asha's husband .The incident occurred in Soweto/Kiwerera,where the child was left under the care of the grandmother",2026,2026-04,2026 Q2
2026-04-26,Fraud & Financial Crimes,Fraud,1,Nairobi,Nairobi,Unknown,,1.0,Male,,Financial Gain,False documents,The Standard Pg 3,"Bonventure Aradi, owner of Golden Key Travel Consultants engaged Brian Obare who posed as a Canadian consular to produce travel documents for clients. The documents were fake and most clients were left stranded at the airport while others were arrested. the company lost 51 million KSH.",2026,2026-04,2026 Q2
2026-04-26,Homicide & Unlawful Killing,Murder,1,Laikipia,Ol Donyo Lemboro,Male,14,1.0,Male,14,Unknown,Firearm,The Standard Pg 2,"Fourteen years old Peter Edung was murdered by his fellow teenager Lance using his father's gun. Peter had gone to visit his father who works at the ranch owned by Ivans Tomlinson,Lance's father. The two teenagers are said to have been friends. The police are looking into the cause of the murder.",2026,2026-04,2026 Q2
2026-04-27,Homicide & Unlawful Killing,Murder,7,Kitui,Tseikuru- Kwa Kamari,Male and Female,,40.0,Unknown,,Vengeance,Gun and machete,The Standard Pg 2,"A group of about 40 bandits killed 7 people in Kwa Kamari,Tseikuru in Kitui county before disappearing into Mwingi North National Reserve which connects to Kora National Park. According to Muasya, a local, it was a retariatory attack after some camel herders had been killed in the area for killing a farmer. Investigations are underway.",2026,2026-04,2026 Q2
2026-04-28,Homicide & Unlawful Killing,Murder,1,Nairobi,Kileleshwa,Female,22,1.0,Male,33,Love triangle,Unknown,Daily Nation Pg 14,A 22 year old Consolata Githinji dies after falling from sixth floor of an apartment in Kileleshwa. The police suspects it to be murder as there had been a spat between her and her lover whom she met on a popular dating website.,2026,2026-04,2026 Q2
2026-04-29,Homicide & Unlawful Killing,Murder,1,Mombasa,Likoni-Maka ,Female,21,1.0,Male,,Love triangle,Strangulation,Daily Nation Pg 2,"Mombasa County, particularly Likoni, is facing growing concern over a series of unresolved murders, many involving women and suspected gender-based violence. The most recent case involves 21-year-old Fidelis Chepchumba, whose decomposing body was discovered in her boyfriend’s house in the Maka area.A post-mortem revealed she had been strangled with bare hands, and her body showed visible facial and neck injuries.",2026,2026-04,2026 Q2
2026-04-29,Corruption & Abuse of Office,Corruption,1,Nairobi,Football Kenya Federation Goal Project Offices,Unknown,,3.0,Male,,Financial gain,Unknown,The Standard Pg 37,Officers from the Ethics and Anti-Corruption Commission (EACC) conducted a raid at the Football Kenya Federation (FKF) offices in Nairobi as part of an ongoing investigation into an insurance fraud scandal tied to preparations for the African Nations Championship (CHAN) 2024.The investigation centres on the alleged mismanagement of approximately USD 4.2 million (KSh 42 million) in insurance funds.,2026,2026-04,2026 Q2
2026-04-30,Homicide & Unlawful Killing,Murder,1,Kitui,Sosoma,Male,14,,Unknown,,Conflict related to grazing,Sharp object,The Standard pg 3,A 14 yr old boy was hacked to death by suspected camel herders. His death lead to protests by resisdents leading blocking of roads thus creating tension in the area.,2026,2026-04,2026 Q2
2026-05-01,Homicide & Unlawful Killing,Murder,1,Nairobi,Kileleshwa,Female,22,1.0,Male,33,Unknown,Unknown,Daily nation pg7,"Tony Odhiambo Lwal is under investigation over the death of Consolata Githinji, a 22-year-old university student who died after falling from the sixth floor of an apartment in Kileleshwa, Nairobi.",2026,2026-05,2026 Q2
2026-05-01,Corruption & Abuse of Office,Corruption,1,Nairobi,Nairobi county government,Unknown,,4.0,Male,,Financial gain,System manipulation,The standard pg9,"Mike Sonko and three co-accused persons were ordered by the Anti-Corruption Court to answer charges in a KSh14 million corruption and graft case linked to an irregular tender for heavy road equipment awarded by Nairobi County in 2018.The case is significant as it highlights misuse of public office and manipulation of county procurement system,the public funds being the primary concern.",2026,2026-05,2026 Q2
2026-05-02,"Robbery, Theft & Burglary",Theft,1,Kisumu,Kamsera,Female, N/A,3.0,Unknown,,Financial gain,Blunt object,The standard page11,"Three suspects allegedly vandalized and broke into an official vehicle linked to PS Jane Imbunya while it was parked outside a guest house in Kisumu. Using a blunt object, they smashed the rear window and stole a camera worth Sh400,000 before fleeing. CCTV footage captured parts of the incident, and police investigations are ongoing.",2026,2026-05,2026 Q2
2026-05-03,Homicide & Unlawful Killing,Murder,1,Kajiado,Ongata Rongai,Male,,1.0,Female,,Relationship Dispute,Sharp object,The Standard page 2,"Kamau Mungai Gathage, a chef at Parliament, was fatally stabbed on April 28 at his residence in Ongata Rongai. Following a reported confrontation, Mungai’s girlfriend, who had moved in three weeks prior, allegedly left the house and later returned to alert security that he was injured. Found bleeding profusely by neighbors, Mungai was pronounced dead on arrival at Kenyatta National Hospital. The girlfriend is currently detained as the primary suspect while detectives investigate the motive behind the attack.\",2026,2026-05,2026 Q2
2026-05-03,Homicide & Unlawful Killing,Murder,1,Nairobi,Lumumba Drive,Female,43,1.0,Male,,Marital issues,Sharp objects,The Standard Pg 11,"DCI Inspector Daniel Macharia Mburu was arraigned at the Makadara Law courts following the death of his wife, Florence Nyagah. The victim's body was discovered on March 1, 2026, at their home on Lumumba Drive with multiple stab wounds. Macharia surrendered himself to authorities at Naivasha Police Station after his pictures circulated online.",2026,2026-05,2026 Q2
2026-05-04,Corruption & Abuse of Office,Corruption,1,Nairobi,Entim Sidai Retreat,Male,,4.0,Male and Female,,Financial gain,Abuse of office,The Daily Nation pg 2,The EACC has presented digital records that captures a chain of communication between Raphael Tuju and a chain of intermediaries who claimed they could influence the outcome of his case before Justice Mongare. The three who claimed to be acting on her behalf solicited bribes on several occassions one of which Mr Tuju liased with EACC detectitives and two suspects sere arrested havink received Sh 1 million treated money.,2026,2026-05,2026 Q2
2026-05-05,Homicide & Unlawful Killing,Murder,1,Nakuru,Lanet,Male,,2.0,Male and Female,,Unknown,Crude weapons,The Standard Pg 3,A PCEA preacher was brutally murdered at his home which was inside the church compound. It is suspected that he was killed for always standing with the truth.,2026,2026-05,2026 Q2
2026-05-05,Homicide & Unlawful Killing,Murder And Sexual Assault,1,Kilifi,,Female,7,,Unknown,,Unknown,Physical force,The Standard Pg 3,"A 7 year old was abducted, raped and brutally murdered. The police report indicate that the deceased had visible injuries on the right side of her face, bruises on her hands and had signs of being sexually assaulted.",2026,2026-05,2026 Q2
2026-05-06,Property Destruction & Arson,Arson,4,Multiple Counties,"Jilore Senior School,Dr Aggrey Boys National School,St Mary's Boys High School and Mapi Comprehensive Junior day",Unknown,,,Unknown,,Students unrest and disciplinary grievances,Fire,The Standard Pg 3,"A wave of student unrest swept across parts of Kenya’s Coast region, leading to the destruction of four schools in Kilifi, Kwale, and Taita Taveta counties. The incidents mainly involved arson attacks on dormitories and school facilities, causing extensive property damage but no reported fatalities.",2026,2026-05,2026 Q2
2026-05-06,Homicide & Unlawful Killing,Murder,1,Nairobi,Mukuru Kwa Njenga,Female,52,1.0,Male,,Unknown,Unknown,The Standard Pg 7,"Police in Nairobi are investigating the murder of a 52 year old widow, whose body was discovered in her house located in Mukuru Kwa Njenga slums. Concern arose when neighbours noticed a strong smell coming from the house, prompting investigation.The primary suspect is the victim’s son, a young adult in his mid‑twenties, who had reportedly been seen with the victim shortly before the incident and later observed with unusually large amounts of money.",2026,2026-05,2026 Q2
2026-05-06,Homicide & Unlawful Killing,Murder,1,Homa Bay,Mikuyu Beach,Male,35,,Unknown,,Dispute over fishing grounds,Crude weapons,The Standard Pg 11,"Authorities in Homa Bay County are investigating the murder of a 35-year-old fisherman, Fredrick Oduol, who died following a violent dispute over fishing grounds at Mikuyu Beach in Suba South.The incident occurred during a fishing expedition when two groups of fishermen clashed after one group accused the other of operating in an area not allocated to them. The confrontation escalated into a physical fight, during which the victim was struck with a paddle, sustaining serious injuries.",2026,2026-05,2026 Q2
2026-05-07,Fraud & Financial Crimes,Fraud,1,Nairobi,Marurui,Male and Female,,,Unknown,,Financial gain,False documents,Daily  Nation pg 13,"A major land dispute in the Marurui area of Nairobi has resulted in the demolition of about 80 homes, leaving over 100 families homeless. The affected residents had purchased subdivided plots from a private firm, which issued them with what they believed were legitimate title deeds.",2026,2026-05,2026 Q2
2026-05-07,Homicide & Unlawful Killing,Murder,1,Tharaka Nithi,"Near Mbakuri,close to Iriani primary school",Female,3,,Unknown,,Unknown,Strangulation,The Standard Pg 7,"The report describes a disturbing incident in Tharaka Nithi County involving the killing of a young girl under brutal circumstances.A three year old child named Shirley Gatum, had gone missing on May 4, 2026, while heading to a relative’s home near Iriani Primary School. The child’s body was discovered a day later near Mbakuri.Medical and investigative reports indicate that the victim was strangled and dismembered, highlighting the extreme violence involved.",2026,2026-05,2026 Q2
2026-05-08,Corruption & Abuse of Office,Corruption,1,Kiambu,Kimbo–Matangi–Junction Road,Male and Female,,,Unknown,,Financial gain,Unknown,Daily nationpg18,"Residents and motorists using the Kimbo–Matangi–Junction Road complained about worsening road conditions and alleged corruption by police officers stationed along the route. According to reports, the officers openly collected Sh50 bribes from tuktuk drivers and other motorists, operating what locals described as an illegal “toll station",2026,2026-05,2026 Q2
2026-05-09,Homicide & Unlawful Killing,Murder,1,Machakos,Syokimau,Female,28,1.0,Male,,Domestic conflict,Blunt object,Daily nation page2,"Kristabel Anyango, a 28-year-old student, was found dead after visiting her boyfriend in Syokimau in an attempt to reconcile their troubled relationship. Family members became concerned after days of unanswered calls and cryptic text messages sent from her phone. Her boyfriend later informed the family that she had collapsed and was in hospital, but provided few details. Police later informed the family that Kristabel had died. A postmortem examination revealed she died from blunt force trauma, with defensive injuries on her hands suggesting she tried to protect herself during the attack. The family has raised concerns about the handling of the case by Syokimau Police Station, and the Directorate of Criminal Investigations has since taken over the investigation.",2026,2026-05,2026 Q2
2026-05-09,Fraud & Financial Crimes,Fraud,1,Baringo,Eldama Ravine,Unknown,,11.0,Male,,Financial gain,Abuse of office,The standard page6,"Eleven suspects connected to the management of NG-CDF funds in Eldama Ravine were arraigned in a Nakuru court over the alleged loss of more than Sh85 million intended for community development projects between the 2018/2019 and 2020/2021 financial years. The accused, including NG-CDF committee members and County Treasury officials, face charges related to abuse of office, conspiracy to commit economic crimes, and fraudulent acquisition of public property. Prosecutors allege the suspects jointly conspired to illegally acquire and misuse funds allocated for development projects in the constituency.",2026,2026-05,2026 Q2
2026-05-09,Homicide & Unlawful Killing,Murder,1,Trans Nzoia,Kiminini,Male,,1.0,Female,,Unknown,Unknown,The standardpage3,"An elderly man was found dead in a lodging room in Kiminini after reportedly checking in with a woman on Thursday. Hotel workers became suspicious when the man failed to respond after the woman had left the room and alerted the hotel owner. Police found the man dead, with his ATM and identification cards still intact, leaving uncertainty over whether theft had occurred. Authorities stated they would await postmortem results to determine the cause of death as investigations continue.",2026,2026-05,2026 Q2
2026-05-09,Corruption & Abuse of Office,Abuse Of Office,1,Kiambu,kiambu,Unknown,,1.0,Female,,Financial gain,Unknown,The standard page2,"Education Cabinet Secretary Julius Ogamba warned school principals and administrators against imposing illegal levies and engaging in financial mismanagement, citing the Alliance Girls High School case as an example. The government announced plans for disciplinary and legal action against implicated school heads. Concerns were raised over excessive and questionable expenditures despite schools facing reduced capitation funding. The article highlights growing scrutiny of how public school funds are managed and the financial burden placed on parents.",2026,2026-05,2026 Q2
2026-05-10,"Robbery, Theft & Burglary",Theft,1,Murang'a,"Kinyona, Muthiria and Gikoe villages",Unknown,,,Unknown,,Financial gain,Vehicle,The Standard page 15,"Residents of the tea-growing region in Kigumo Constituency, Murang’a, have taken to patrolling their own neighborhoods at night following a surge in livestock theft. Over the last three weeks, at least ten cows and goats have been stolen from Kinyona, prompting community leaders like Simon Maina to organize local security watches. During a recent patrol in Muthiria and Gikoe villages, residents intercepted a pickup truck transporting avocados after hours. This incident highlights a growing link between illegal avocado trading and livestock theft, leading local security authorities to officially ban the harvesting of avocados between 6:00 PM and 6:00 AM to curb criminal activity.",2026,2026-05,2026 Q2
2026-05-10,Homicide & Unlawful Killing,Murder,9,Mandera,Umar Jilo-Arabia Village,Unknown,,4.0,Male,,Suspected militant activity,Firearm,The Standard page 7,"Six people were killed and three critically injured when four armed men ambushed a minibus at Umar Jilo in Mandera. The vehicle was transporting 15 passengers, including community elders, to a family event in Arabia town. While most survivors have been traced, one passenger remains missing. A multi-agency security team is currently pursuing the attackers, who are suspected militants, amid a recent surge of violence in the region.",2026,2026-05,2026 Q2
2026-05-11,Fraud & Financial Crimes,Fraud,1,Nairobi,Karen,Unknown,,4.0,Unknown,,Financial gain,Abuse of office,The Daily Nation pg 10,The EACC is the process of recovering 20.17 acres of land in Karen that was allocated to KBC but was fraudulently subdivided by Sammy Mwaita during his tenure as land commissioner and allocated it to development accompanies,2026,2026-05,2026 Q2
2026-05-12,Fraud & Financial Crimes,Fraud,1,Kisumu,Miwani,Unknown,,3.0,Unknown,,Financial gain,Forgery,The Standard page 4&5,"A fierce multi-billion-shilling shadow battle is unfolding over the fraudulent acquisition of a vast 9,000-acre piece of land belonging to the state-owned Miwani Sugar Company. Internal government documents and investigation reports reveal that a powerful cartel of lawyers, land registrars, and private sector operatives successfully orchestrated a highly sophisticated scheme to secularize and transfer the public asset into private hands. The fraud relied on a dormant 1993 court case that was illegally resurrected decades later using forged signatures of a deceased deputy registrar to clear the path for a questionable public auction, where a company called Crossley Holdings Limited ""purchased"" the land for Sh352 million. Despite a highly controversial 2018 lower court ruling that acquitted the key suspects, the Director of Public Prosecutions (DPP) has appealed to the High Court, as ongoing state investigations reveal that the land ownership documents were completely fabricated, no court fees were ever paid, and the entire transaction was engineered to strip the state of one of Kenya's largest public land assets.",2026,2026-05,2026 Q2
2026-05-13,Homicide & Unlawful Killing,Attempted Murder,1,Nakuru,Lanet,Male,,4.0,Male and Female,,Unknown,Physical force,Daily Nation pg 3,Four gang members attacked the Church's security guard Bernand Nyamwaka and torturing him for hours.The guard survived despite serious injuries and is now under protection as a key witness.,2026,2026-05,2026 Q2
2026-05-13,Homicide & Unlawful Killing,Murder,1,Siaya,Barkowino  forest,Female,20,1.0,Male,,Unknown,Unknown,The Standard Pg 25,Alice's  body was found last Saturday  in  a forest in Barkowino by women who had gone to fetch firewood. Her boyfriend is the current suspect as he was the one who had contact with the Alice. Alice had been  missing for a while before her body was discovered in the forest.,2026,2026-05,2026 Q2
2026-05-13,"Robbery, Theft & Burglary",Theft,1,Nairobi,Parklands,Unknown,,3.0,Male,,Financial gain,Physical force,Daily Nation pg 2,"Police in Nairobi are investigating a coordinated car-part theft syndicate after a United Nations vehicle was targeted in Parklands. The suspects forcefully removed the car’s front grille while the driver was inside, despite resistance. Dashboard camera footage captured the incident and enabled police to identify three suspects.Two key suspects, James Omuya and John Owiti, were arrested shortly afterward, along with another accomplice.",2026,2026-05,2026 Q2
2026-05-14,Assault & Bodily Harm,Assault,1,Nakuru,Njoro boys high school,Male,,1.0,Male,,Defamation,Unknown,The standardpg14,Bonface ondara a teacher in Njoro boys highschool reported that on May 6 he was attacked by the principal at the reception at around 11am following a disagreementof which the principal John Githaiga did not update his Teacher management information management details amid him joining the school and transferring his previous details from his previous school to Njoro boys.,2026,2026-05,2026 Q2
2026-05-14,Fraud & Financial Crimes,Impersonation,1,Nyamira,,Unknown,,1.0,Male,,Extortion,Unknown,Daily Nation pg 13,"Advocate Reuben is alledged to have filed lawsuits on behalf of 5 groups of cooperative societies seeking to stop the lenders annual general meeting yet the societies claim they did not instruct any lawyer to institute the proceedings on their behalf, thus this is seen as impersonation with intent to extort the bank",2026,2026-05,2026 Q2
2026-05-15,Sexual & Gender-Based Violence,Defilement,1,Uasin Gishu,Kapsisoya Estate,Female,15,1.0,Male,,Sexual exploitation,Unknown,The standardpg17,"A 15-year-old girl was acquitted of manslaughter charges for the death of her infant, which she allegedly threw into a pit latrine after birth, causing suffocation. The girl claimed she became pregnant after being defiled by a priest, and killed the baby when he refused to take responsibility.",2026,2026-05,2026 Q2
2026-05-15,Public Order & Administration of Justice,Breach Of Peace,1,Nairobi,"University of Nairobi,",Unknown,,5.0,Male and Female,,Unknown,Stones,Daily nationpg22,"Five University of Nairobi students—Beres Muthomi, Trace Phanice Auma, Patience Gitau, Kenneth Juma, and Samuel Jomanga—were charged at the Milimani Law Courts with offensive conduct likely to cause a breach of peace. The prosecution alleged that on May 11, 2026, during the Africa Forward Summit at the University of Nairobi, they threw stones and shouted, disrupting proceedings attended by Kenyan President William Ruto and French President Emmanuel Macron.",2026,2026-05,2026 Q2
2026-05-15,"Robbery, Theft & Burglary",Robbery,1,Nairobi,Kayole,Unknown,,4.0,Unknown,,Theft,Firearm,The standardpg5,"Police in Kayole arrested four suspects believed to be involved in a mobile phone-snatching gang targeting residents in the area. The May 12 operation in the Saika area along Kangundo Road led to the recovery of 62 mobile phones, three motorcycles, a television set, and other stolen household items. Officers also recovered a Falcon pistol and 16 rounds of ammunition.",2026,2026-05,2026 Q2
2026-05-15,Homicide & Unlawful Killing,Murder,1,Bungoma,Forest View area along Musikoma–Bumula Road,Male,,1.0,Female,,Unknown,Unknown,The standardpg9,"A public health officer, Pascal Wakafura, was killed in the Forest View area along the Musikoma–Bumula Road in Bungoma County on the evening of May 11, 2026. Neighbours later discovered his body lying in a pool of blood with severe injuries.",2026,2026-05,2026 Q2
2026-05-15,Fraud & Financial Crimes,Forgery,1,Kakamega,Kakamega Anti-Corruption Court,Unknown,,1.0,Female,,To secure employment at the university,Forgery,The standardpg17,A former employee of Masinde Muliro University of Science and Technology was arraigned before the Kakamega Anti-Corruption Court for allegedly forging academic certificates to obtain employment at the institution.,2026,2026-05,2026 Q2
2026-05-15,Homicide & Unlawful Killing,Manslaughter,1,Uasin Gishu,Kapsisoya Estate,Female,,1.0,Female,15,Unknown,Unknown,The standardpg17,"A 15-year-old girl was acquitted of manslaughter charges for the death of her infant, which she allegedly threw into a pit latrine after birth, causing suffocation. The girl claimed she became pregnant after being defiled by a priest, and killed the baby when he refused to take responsibility.",2026,2026-05,2026 Q2
2026-05-15,Homicide & Unlawful Killing,Murder,1,Kilifi,Baricho village,Male,20,,Male and Female,,Retaliation,Unknown,The standardpg17,"A 20-year-old man identified as Shukran Mwarambai was lynched by an angry mob in Baricho village, Magarini Sub-County in Kilifi County after being accused of stealing two cows.",2026,2026-05,2026 Q2
2026-05-16,Corruption & Abuse of Office,Abuse Of Office,1,Nyeri,Kiganjo,Female,,,Unknown,,Enforce police recruitment standards and discipline.,Forged documents,The standard page3,"The dismissal of 54police recruits from training colleges, especially in Kiganjo, exposing broader concerns about flaws within Kenya’s police recruitment system. Authorities defended the removals as part of enforcing discipline and professional standards, citing pregnancy, forged documents, criminal records, and medical conditions among reasons for dismissal. ",2026,2026-05,2026 Q2
2026-05-16,Fraud & Financial Crimes,Fraud,1,Nairobi,Football Kenya Federation,Unknown,,,Unknown,,Concealment of federation funds.,Abuse of office,The standard page2,"authorities have launched investigations into millions of shillings allegedly missing from FKF accounts. The probe follows concerns over suspected financial irregularities, poor accounting practices, and unaccounted sponsorship funds within the federation. Former FKF officials, including Nick Mwendwa, are mentioned in connection with earlier investigations by the DCI into alleged financial misconduct. The article highlights ongoing scrutiny over how football revenues and sponsorship money were managed and whether funds were illegally diverted or misused.",2026,2026-05,2026 Q2
2026-05-16,Fraud & Financial Crimes,Fraud,1,Nairobi,Kenya wild service offices,Unknown,,1.0,Female,38,Financial gain,Diversion of funds,Daily nation page7,"Wildlife Principal Secretary Silvia Museiya faced criticism after lawmakers questioned the diversion of Sh300 million from a compensation fund meant for victims of wildlife attacks to a digital consultancy project. Members of the National Assembly Committee on Tourism and Wildlife demanded explanations over the expenditure, arguing that many victims and affected families were still waiting for compensation. State department officials defended the spending, saying the funds supported a pilot digitisation programme for processing compensation claims. However, MPs expressed concern about transparency, value for money, and the continued suffering of victims awaiting justice and financial support.",2026,2026-05,2026 Q2
2026-05-16,Property Destruction & Arson,Arson,1,Nakuru,Naivasha,Unknown,,4.0,Unknown,,Burn down the dormitory,Fire,The standard page17,"Four students from Magereza Academy in Naivasha were arrested after a dormitory fire destroyed school property worth thousands of shillings and forced the indefinite closure of the institution. The blaze occurred while students were attending evening classes, and some students sustained minor injuries while attempting to rescue their belongings before firefighters contained the fire. CCTV footage allegedly placed the four students at the scene, leading to their arrest by police investigators.",2026,2026-05,2026 Q2
2026-05-17,"Robbery, Theft & Burglary",Robbery With Violence,1,Migori,Isebania border,Unknown,,1.0,Male,32,Financial gain,Firearm,The Standard page 3,"Police in Migori have apprehended a 32-year-old man suspected of being behind a string of violent robberies in the region. According to Suna East Sub-County Police Commander Harriet Hailey, the suspect—who claims to be a businessman—had been under police surveillance for nearly two months prior to his arrest at the Isebania border. During the operation, authorities discovered a Taurus revolver and ten rounds of ammunition hidden inside his vehicle near the gear shift. The suspect is currently being held at the Migori Police Station pending ballistic testing of the weapon and is expected to face charges in court on Monday.",2026,2026-05,2026 Q2
2026-05-17,Corruption & Abuse of Office,Abuse Of Office,4,Nairobi,"The Nairobi Hospital, Pumwani Maternity Hospital, Nairobi Women’s Hospital, Elgon View Hospital and Mater Misericordiae Hospital.",Male and Female,,5.0,Unknown,,Financial recovery,Withholding of discharge papers,The Standard page 4,"The article examines the ongoing crisis of hospitals illegally detaining patients and deceased bodies due to unsettled medical bills, a practice widely condemned by the Kenyan judiciary as a violation of human rights. Despite a decade of clear court precedents stating that hospitals have no legal authority to act as ""holding cells,"" many facilities continue to ignore these rulings to secure payment. The report highlights several harrowing cases, such as mothers forced to sleep on floors and heart patients held for months after being cleared for discharge, which leads to the accumulation of even higher ""detention fees."" While judges have ordered structural changes and the Ministry of Health to intervene, health advocates argue that the lack of enforcement mechanisms and a failing insurance system leave vulnerable Kenyans trapped between medical necessity and illegal imprisonment.",2026,2026-05,2026 Q2
2026-05-18,Abduction & Kidnapping,Abduction,1,Kajiado,Kitengela,Male,34,3.0,Male,,Unknown,Handcuffs,The Daily Nation pg3,Detectives are investigating the alleged abduction of Fortune Muthina who was linked to a caller ID spoofing fraud syndicate and had an ongoing case at the Kahawa law courts.,2026,2026-05,2026 Q2
2026-05-19,Property Destruction & Arson,Destruction Of Property,1,Kajiado,Kitengela,Unknown,,,Unknown,,Opportunism,Mob infiltration,Daily nation Pg 8,Goons stormed CocaCola depot in Kitengela shortly after midday and vandalised and looted from the premises during the fuel hike protests.,2026,2026-05,2026 Q2
2026-05-19,Corruption & Abuse of Office,Corruption,1,Nairobi,Southern bypass Kikuyu,Unknown,,,Unknown,,Financial gain,Blocking road,Daily nation Pg 8,"Motorists, commuters and pedestrians along southern bypass were extorted by armed goons who blocked the road with trailers and bonfires demanding cash from drivers and harassing pedetrians.",2026,2026-05,2026 Q2
